event_id,location,date,elevation_m,avg_slope_deg,distance_to_stream_m,drainage_capacity_index,rainfall_1h_mm,rainfall_24h_mm,soil_moisture_pct,pore_water_pressure_kpa,vibration_index,incident_type,hazard_occurred
EV-SYN-NEG-312,Himalayan Catchment Node 1,2022-05-10,1809.6,37.4,324.2,0.83,2.2,39.4,53.8,6.3,0.075,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-313,Himalayan Catchment Node 2,2022-05-10,2335.8,16.1,191.9,0.7,16.8,30.3,34.3,6.2,0.096,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-314,Himalayan Catchment Node 3,2022-05-10,1389.5,15.6,393.9,0.79,5.0,5.9,32.6,5.4,0.044,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-315,Himalayan Catchment Node 4,2022-05-10,3185.3,16.5,259.8,0.63,3.9,19.9,16.9,3.1,0.084,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-316,Himalayan Catchment Node 5,2022-05-10,2959.5,30.9,173.6,0.69,14.9,28.4,46.4,7.4,0.047,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-317,Himalayan Catchment Node 6,2022-05-10,2531.2,40.9,239.4,0.58,11.3,25.7,22.4,2.4,0.064,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-318,Himalayan Catchment Node 7,2022-05-10,1698.9,35.6,233.2,0.73,1.4,19.9,21.5,2.6,0.028,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-319,Himalayan Catchment Node 8,2022-05-10,2075.1,25.4,67.9,0.68,8.7,17.2,48.6,5.6,0.056,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-320,Himalayan Catchment Node 9,2022-05-10,2462.5,16.7,74.9,0.7,15.8,25.1,53.4,5.6,0.019,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-321,Himalayan Catchment Node 10,2022-05-10,2390.8,16.2,114.8,0.73,0.8,42.6,48.7,6.3,0.017,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-322,Himalayan Catchment Node 11,2022-05-10,1471.2,19.6,94.4,0.68,4.4,16.1,54.6,9.2,0.095,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-323,Himalayan Catchment Node 12,2022-05-10,2420.4,18.8,183.7,0.53,0.1,30.2,40.7,5.7,0.054,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-324,Himalayan Catchment Node 1,2022-05-10,1937.8,26.2,58.4,0.56,1.8,43.1,39.0,6.7,0.038,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-325,Himalayan Catchment Node 2,2022-05-10,1413.3,25.6,132.9,0.56,14.4,30.5,36.9,5.4,0.093,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-326,Himalayan Catchment Node 3,2022-05-10,1969.9,17.0,148.2,0.77,17.9,10.8,50.0,9.1,0.03,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-327,Himalayan Catchment Node 4,2022-05-10,3352.1,25.8,193.4,0.56,14.4,15.0,44.2,6.3,0.062,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-328,Himalayan Catchment Node 5,2022-05-10,3106.1,37.5,331.5,0.52,12.5,6.3,31.6,4.9,0.046,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-329,Himalayan Catchment Node 6,2022-05-10,1497.5,29.0,398.8,0.74,7.1,6.0,21.3,4.2,0.089,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-330,Himalayan Catchment Node 7,2022-05-10,1658.3,39.5,397.0,0.62,12.0,21.8,31.7,4.3,0.063,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-331,Himalayan Catchment Node 8,2022-05-10,2237.8,30.5,106.5,0.69,10.3,9.5,44.7,4.6,0.042,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-332,Himalayan Catchment Node 9,2022-05-10,1774.6,36.1,247.4,0.74,10.2,35.8,44.4,7.1,0.054,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-333,Himalayan Catchment Node 10,2022-05-10,2122.0,18.6,141.5,0.71,9.2,13.0,15.3,2.3,0.036,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-334,Himalayan Catchment Node 11,2022-05-10,2486.6,34.8,58.4,0.83,3.1,21.2,18.7,3.0,0.06,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-335,Himalayan Catchment Node 12,2022-05-10,3172.5,26.0,232.5,0.57,0.4,38.8,38.1,7.2,0.064,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-336,Himalayan Catchment Node 1,2022-05-10,2849.7,36.9,200.4,0.82,10.3,8.1,25.8,3.1,0.032,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-337,Himalayan Catchment Node 2,2022-05-10,2493.6,23.3,244.3,0.65,11.1,3.7,18.5,2.2,0.057,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-338,Himalayan Catchment Node 3,2022-05-10,2080.7,20.8,149.1,0.78,0.2,29.2,41.8,7.5,0.094,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-339,Himalayan Catchment Node 4,2022-05-10,3149.6,15.5,103.8,0.66,10.2,29.8,42.2,8.1,0.1,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-340,Himalayan Catchment Node 5,2022-05-10,3135.5,34.4,150.5,0.52,4.2,40.4,25.2,3.1,0.022,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-341,Himalayan Catchment Node 6,2022-05-10,2684.8,38.2,225.0,0.58,13.6,34.2,27.5,3.9,0.029,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-342,Himalayan Catchment Node 7,2022-05-10,3256.0,41.4,276.0,0.61,14.1,34.5,42.7,8.4,0.045,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-343,Himalayan Catchment Node 8,2022-05-10,2804.5,18.5,285.1,0.7,3.7,22.7,27.5,3.9,0.068,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-344,Himalayan Catchment Node 9,2022-05-10,2091.7,35.1,131.3,0.59,3.6,35.3,51.4,7.0,0.078,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-345,Himalayan Catchment Node 10,2022-05-10,1602.2,39.2,346.1,0.83,6.8,15.3,17.5,2.6,0.02,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-346,Himalayan Catchment Node 11,2022-05-10,2979.4,21.7,160.9,0.81,5.4,38.6,49.3,8.7,0.023,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-347,Himalayan Catchment Node 12,2022-05-10,2701.6,33.6,380.8,0.62,9.0,29.1,35.4,4.0,0.038,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-348,Himalayan Catchment Node 1,2022-05-10,1502.1,36.7,351.5,0.83,5.9,29.8,45.1,8.2,0.095,Normal / Non-Hazardous Baseline,0
EV-SYN-NEG-349,Himalayan Catchment Node 2,2022-05-10,1489.7,23.4,350.5,0.75,13.4,30.5,25.1,4.7,0.025,Normal / Non-Hazardous Baseline,0
